Date,Sales
3/23/2010,80.20657833
3/24/2010,90.23590567
3/25/2010,71.65310619
3/26/2010,65.07834566
3/27/2010,64.90699774
3/28/2010,77.28384002
3/29/2010,76.56797417
3/30/2010,73.67131716
3/31/2010,83.03738285
4/1/2010,77.05308855
4/2/2010,79.73131808
4/3/2010,63.69912203
4/4/2010,67.69242542
4/5/2010,71.11279644
4/6/2010,66.47157474
4/7/2010,81.52911484
4/8/2010,78.55246007
4/9/2010,72.16929509
4/10/2010,67.54380979
4/11/2010,59.054511
4/12/2010,70.90712337
4/13/2010,75.41956025
4/14/2010,72.68257429
4/15/2010,75.07354188
4/16/2010,75.21989801
4/17/2010,84.32852806
4/18/2010,71.55221193
4/19/2010,76.07054026
4/20/2010,77.26347104
4/21/2010,63.40847948
4/22/2010,75.76986388
4/23/2010,72.04797822
4/24/2010,88.48434043
4/25/2010,68.11701253
4/26/2010,75.88401724
4/27/2010,77.00429
4/28/2010,68.7938804
4/29/2010,84.47119924
4/30/2010,76.89051686
5/1/2010,74.37814841
5/2/2010,61.61517328
5/3/2010,83.89157011
5/4/2010,65.22828921
5/5/2010,81.96315423
5/6/2010,91.94148718
5/7/2010,62.00458416
5/8/2010,62.5383044
5/9/2010,68.67163337
5/10/2010,67.59131119
5/11/2010,62.95384762
5/12/2010,76.69943046
5/13/2010,64.76903866
5/14/2010,72.53467237
5/15/2010,58.49822708
5/16/2010,79.02716304
5/17/2010,64.07514953
5/18/2010,71.47398918
5/19/2010,81.32013923
5/20/2010,62.051868
5/21/2010,69.16766544
5/22/2010,74.88406311
5/23/2010,52.31288585
5/24/2010,70.33559955
5/25/2010,74.61971862
5/26/2010,79.53012289
5/27/2010,60.44062792
5/28/2010,55.19625372
5/29/2010,66.98940831
5/30/2010,65.91118973
5/31/2010,69.20121708
6/1/2010,73.62775865
6/2/2010,66.12822296
6/3/2010,70.46510781
6/4/2010,66.35390106
6/5/2010,55.32766168
6/6/2010,76.66990698
6/7/2010,69.17676219
6/8/2010,59.49562604
6/9/2010,74.97242322
6/10/2010,58.9435326
6/11/2010,68.42288666
6/12/2010,68.41175883
6/13/2010,53.26306275
6/14/2010,71.16286877
6/15/2010,70.38367856
6/16/2010,74.33813897
6/17/2010,79.9439534
6/18/2010,58.17936662
6/19/2010,51.11768628
6/20/2010,50.70599196
6/21/2010,54.91265652
6/22/2010,64.43828081
6/23/2010,68.45561526
6/24/2010,64.93965293
6/25/2010,64.70892901
6/26/2010,55.19375813
6/27/2010,67.38642681
6/28/2010,57.25251562
6/29/2010,84.7423709
6/30/2010,68.6536612
7/1/2010,53.78749838
7/2/2010,47.44037511
7/3/2010,56.86370539
7/4/2010,51.88347774
7/5/2010,62.99435492
7/6/2010,64.67976633
7/7/2010,60.97951813
7/8/2010,51.78592722
7/9/2010,41.8066579
7/10/2010,47.35284018
7/11/2010,58.44722697
7/12/2010,56.92448898
7/13/2010,48.86258189
7/14/2010,60.88816806
7/15/2010,59.59003561
7/16/2010,44.80914619
7/17/2010,50.1173808
7/18/2010,50.03307413
7/19/2010,44.04878685
7/20/2010,59.6817357
7/21/2010,61.99076509
7/22/2010,63.18518411
7/23/2010,58.33589151
7/24/2010,35.90456506
7/25/2010,40.11668977
7/26/2010,55.37893376
7/27/2010,59.01071028
7/28/2010,59.72140211
7/29/2010,83.45536151
7/30/2010,52.60219127
7/31/2010,54.15754193
8/1/2010,53.41654853
8/2/2010,54.65381097
8/3/2010,50.58171497
8/4/2010,59.8962637
8/5/2010,44.6950605
8/6/2010,44.40594839
8/7/2010,39.47742372
8/8/2010,44.74932942
8/9/2010,66.29283265
8/10/2010,36.52229968
8/11/2010,57.69539375
8/12/2010,36.3815612
8/13/2010,40.95605828
8/14/2010,50.52890167
8/15/2010,43.09204122
8/16/2010,37.66411393
8/17/2010,44.27607815
8/18/2010,56.20828652
8/19/2010,42.03517195
8/20/2010,45.08713363
8/21/2010,40.83545992
8/22/2010,36.04871616
8/23/2010,62.15195634
8/24/2010,53.81528006
8/25/2010,33.34733827
8/26/2010,48.17872477
8/27/2010,36.90261623
8/28/2010,46.16469007
8/29/2010,33.82901402
8/30/2010,43.02391365
8/31/2010,51.75937602
9/1/2010,55.48461647
9/2/2010,36.12974845
9/3/2010,38.60123814
9/4/2010,34.66167829
9/5/2010,34.09459687
9/6/2010,57.25386878
9/7/2010,50.18447473
9/8/2010,37.73368392
9/9/2010,52.37454618
9/10/2010,57.59168058
9/11/2010,46.09608858
9/12/2010,26.57961891
9/13/2010,38.7082005
9/14/2010,56.57049552
9/15/2010,41.68897746
9/16/2010,48.15100973
9/17/2010,46.41975534
9/18/2010,30.0688333
9/19/2010,37.94614375
9/20/2010,16.37974665
9/21/2010,38.00813687
9/22/2010,45.13820222
9/23/2010,34.4671369
9/24/2010,53.17159442
9/25/2010,25.97356736
9/26/2010,34.87332736
9/27/2010,43.368165
9/28/2010,57.78688858
9/29/2010,35.76650244
9/30/2010,53.89061907
10/1/2010,40.37138397
10/2/2010,29.78119554
10/3/2010,42.35045817
10/4/2010,44.21606342
10/5/2010,41.79771643
10/6/2010,48.19596233
10/7/2010,41.92832396
10/8/2010,41.66452822
10/9/2010,43.4384828
10/10/2010,51.89118438
10/11/2010,33.31166013
10/12/2010,64.29541525
10/13/2010,32.69354621
10/14/2010,44.51015655
10/15/2010,46.21731668
10/16/2010,41.1844182
10/17/2010,35.0570151
10/18/2010,42.42513034
10/19/2010,44.20326317
10/20/2010,44.55147454
10/21/2010,53.51723127
10/22/2010,45.40251309
10/23/2010,34.46823775
10/24/2010,48.34963901
10/25/2010,47.70169557
10/26/2010,55.84207425
10/27/2010,55.53378741
10/28/2010,41.35700636
10/29/2010,39.37139986
10/30/2010,47.33393728
10/31/2010,47.41718781
11/1/2010,46.49446985
11/2/2010,51.73285188
11/3/2010,62.20946764
11/4/2010,44.78377662
11/5/2010,49.79264055
11/6/2010,41.3363246
11/7/2010,42.42593908
11/8/2010,57.11955732
11/9/2010,59.09932144
11/10/2010,60.23167229
11/11/2010,61.72889479
11/12/2010,47.38544986
11/13/2010,50.24344965
11/14/2010,43.55116899
11/15/2010,52.82008431
11/16/2010,53.38328692
11/17/2010,56.45855721
11/18/2010,58.03538325
11/19/2010,42.69029074
11/20/2010,63.57463272
11/21/2010,40.06143275
11/22/2010,42.61755362
11/23/2010,65.82113947
11/24/2010,64.17468797
11/25/2010,60.45231401
11/26/2010,56.4739281
11/27/2010,48.97398777
11/28/2010,43.19271663
11/29/2010,55.22285656
11/30/2010,53.4479124
12/1/2010,67.9743052
12/2/2010,56.63726912
12/3/2010,47.21936876
12/4/2010,48.89825853
12/5/2010,56.09217265
12/6/2010,52.54455821
12/7/2010,54.7447157
12/8/2010,64.59882342
12/9/2010,62.26750661
12/10/2010,52.27927077
12/11/2010,50.22928399
12/12/2010,57.1894874
12/13/2010,48.02951011
12/14/2010,52.63739924
12/15/2010,59.49053554
12/16/2010,61.20242191
12/17/2010,61.43708778
12/18/2010,68.42755794
12/19/2010,64.83290649
12/20/2010,60.98395578
12/21/2010,66.40430709
12/22/2010,59.88653745
12/23/2010,65.43923766
12/24/2010,59.32586459
12/25/2010,61.89902588
12/26/2010,54.05291164
12/27/2010,69.12322213
12/28/2010,81.52848445
12/29/2010,69.75127054
12/30/2010,71.51935008
12/31/2010,69.87762354
1/1/2011,58.91716742
1/2/2011,65.27472
1/3/2011,67.88123998
1/4/2011,72.8601249
1/5/2011,67.248771
1/6/2011,71.31185239
1/7/2011,71.14845275
1/8/2011,76.45521629
1/9/2011,73.87172615
1/10/2011,87.71727394
1/11/2011,68.64627545
1/12/2011,83.11207421
1/13/2011,75.27678227
1/14/2011,87.37007774
1/15/2011,61.05908098
1/16/2011,62.15069827
1/17/2011,68.3584044
1/18/2011,60.44574612
1/19/2011,74.56875941
1/20/2011,70.36702282
1/21/2011,73.67290615
1/22/2011,72.86500013
1/23/2011,86.4700318
1/24/2011,83.33516282
1/25/2011,75.38527529
1/26/2011,74.13577683
1/27/2011,82.90777454
1/28/2011,64.42361488
1/29/2011,87.28108485
1/30/2011,83.37674136
1/31/2011,74.4403756
2/1/2011,68.7382564
2/2/2011,94.57709234
2/3/2011,80.45869013
2/4/2011,87.2695509
2/5/2011,62.23387526
2/6/2011,71.48384016
2/7/2011,80.55049132
2/8/2011,85.11048878
2/9/2011,82.41286797
2/10/2011,88.60047735
2/11/2011,71.04354746
2/12/2011,76.04201098
2/13/2011,79.40666153
2/14/2011,86.76266806
2/15/2011,92.53879995
2/16/2011,79.0995829
2/17/2011,73.39966147
2/18/2011,91.83187792
2/19/2011,81.83606193
2/20/2011,74.42296142
2/21/2011,96.99249729
2/22/2011,89.67649055
2/23/2011,99.40492887
2/24/2011,88.0547137
2/25/2011,99.90614647
2/26/2011,94.99724402
2/27/2011,80.16294439
2/28/2011,94.06606789
3/1/2011,95.59032326
3/2/2011,102.5614279
3/3/2011,81.40221284
3/4/2011,90.480439
3/5/2011,90.95823639
3/6/2011,69.58516378
3/7/2011,78.29160369
3/8/2011,75.54104042
3/9/2011,90.84778576
3/10/2011,96.21536929
3/11/2011,98.32677427
3/12/2011,84.36165422
3/13/2011,97.9239408
3/14/2011,77.91840579
3/15/2011,79.39073187
3/16/2011,93.68265067
3/17/2011,94.63240689
3/18/2011,87.09184564
3/19/2011,68.23526383
3/20/2011,85.14817653
3/21/2011,79.44960625
3/22/2011,99.26116145
3/23/2011,97.90548512
3/24/2011,84.84603341
3/25/2011,84.00703446
3/26/2011,77.02490469
3/27/2011,86.0426427
3/28/2011,98.1684583
3/29/2011,86.61885358
3/30/2011,99.56479231
3/31/2011,88.64150082
4/1/2011,82.25218735
4/2/2011,85.07823366
4/3/2011,78.6566296
4/4/2011,86.45122481
4/5/2011,85.23333519
4/6/2011,111.5205168
4/7/2011,93.39457942
4/8/2011,83.18491569
4/9/2011,87.7925451
4/10/2011,86.14490386
4/11/2011,89.1764168
4/12/2011,99.75231621
4/13/2011,101.8443595
4/14/2011,88.80910165
4/15/2011,84.07598351
4/16/2011,83.73939596
4/17/2011,68.44669293
4/18/2011,78.60075759
4/19/2011,105.5118279
4/20/2011,108.6418015
4/21/2011,90.71867927
4/22/2011,92.91313244
4/23/2011,88.00845616
4/24/2011,111.0324714
4/25/2011,99.1791962
4/26/2011,93.01499443
4/27/2011,87.26068203
4/28/2011,79.24405253
4/29/2011,89.27502767
4/30/2011,78.77656502
5/1/2011,74.29488455
5/2/2011,84.2843865
5/3/2011,84.58352825
5/4/2011,107.5632522
5/5/2011,98.27373391
5/6/2011,86.6727629
5/7/2011,95.72074626
5/8/2011,85.3106541
5/9/2011,81.5508455
5/10/2011,104.3708057
5/11/2011,97.29345681
5/12/2011,81.80527581
5/13/2011,84.0634608
5/14/2011,75.69330528
5/15/2011,72.4142445
5/16/2011,94.60380484
5/17/2011,106.1832057
5/18/2011,80.48496212
5/19/2011,93.26807377
5/20/2011,79.01234383
5/21/2011,77.40330128
5/22/2011,77.31079108
5/23/2011,78.82752223
5/24/2011,89.81339836
5/25/2011,83.51607673
5/26/2011,89.3915129
5/27/2011,82.25303059
5/28/2011,77.80064063
5/29/2011,73.17638788
5/30/2011,79.48783836
5/31/2011,93.80710075
6/1/2011,92.48653187
6/2/2011,77.70029716
6/3/2011,81.72043854
6/4/2011,83.97273665
6/5/2011,65.31025217
6/6/2011,86.65728909
6/7/2011,80.65180541
6/8/2011,91.21386476
6/9/2011,77.56623948
6/10/2011,64.62063101
6/11/2011,63.05818871
6/12/2011,77.15069517
6/13/2011,82.47299797
6/14/2011,76.78802339
6/15/2011,89.81319221
6/16/2011,68.42181558
6/17/2011,76.559673
6/18/2011,64.40666033
6/19/2011,69.55590813
6/20/2011,78.76799343
6/21/2011,75.12252853
6/22/2011,79.60167153
6/23/2011,87.72906032
6/24/2011,70.42969344
6/25/2011,78.7293183
6/26/2011,63.67510955
6/27/2011,80.56328428
6/28/2011,91.46901591
6/29/2011,60.83088296
6/30/2011,71.22547875
7/1/2011,77.58003771
7/2/2011,68.33547039
7/3/2011,73.59611445
7/4/2011,69.40599519
7/5/2011,78.54176593
7/6/2011,77.27146885
7/7/2011,84.85672431
7/8/2011,72.91434557
7/9/2011,70.57857538
7/10/2011,65.25296547
7/11/2011,68.26188348
7/12/2011,72.31797019
7/13/2011,79.60713066
7/14/2011,70.08716319
7/15/2011,71.14439728
7/16/2011,82.43553045
7/17/2011,73.47959898
7/18/2011,67.52591278
7/19/2011,83.36895727
7/20/2011,71.17785523
7/21/2011,55.15181098
7/22/2011,58.77478554
7/23/2011,48.8914581
7/24/2011,61.73683353
7/25/2011,68.33333379
7/26/2011,85.23684678
7/27/2011,75.13886306
7/28/2011,67.80053477
7/29/2011,71.58745609
7/30/2011,44.2983031
7/31/2011,64.58095467
8/1/2011,72.51815264
8/2/2011,58.18068765
8/3/2011,79.87692267
8/4/2011,70.48479958
8/5/2011,59.87406076
8/6/2011,65.31507055
8/7/2011,79.14889636
8/8/2011,66.11596301
8/9/2011,70.32802547
8/10/2011,65.40855542
8/11/2011,59.35887565
8/12/2011,68.24467656
8/13/2011,51.83516098
8/14/2011,60.01284819
8/15/2011,59.32323816
8/16/2011,70.68460742
8/17/2011,70.29082606
8/18/2011,73.02414247
8/19/2011,56.11667567
8/20/2011,55.14878381
8/21/2011,50.26379687
8/22/2011,58.27386952
8/23/2011,68.58550423
8/24/2011,72.42285821
8/25/2011,56.12347475
8/26/2011,65.96263947
8/27/2011,66.9943292
8/28/2011,60.27572402
8/29/2011,75.75024309
8/30/2011,58.31818825
8/31/2011,55.38526156
9/1/2011,48.28113131
9/2/2011,70.01917606
9/3/2011,60.46449166
9/4/2011,55.63958481
9/5/2011,62.12767641
9/6/2011,54.69301914
9/7/2011,84.13365828
9/8/2011,62.8068434
9/9/2011,58.22551082
9/10/2011,60.37288238
9/11/2011,59.30746175
9/12/2011,61.09234749
9/13/2011,56.8249741
9/14/2011,67.82997458
9/15/2011,76.35884754
9/16/2011,67.68251653
9/17/2011,66.92049431
9/18/2011,51.01757306
9/19/2011,51.0722047
9/20/2011,61.87028667
9/21/2011,64.2720587
9/22/2011,69.86459796
9/23/2011,43.22838718
9/24/2011,66.30102493
9/25/2011,53.77365659
9/26/2011,55.54533136
9/27/2011,54.79210204
9/28/2011,50.64087029
9/29/2011,67.7910827
9/30/2011,57.49055464
10/1/2011,43.92215066
10/2/2011,44.89565597
10/3/2011,56.53404944
10/4/2011,76.54245472
10/5/2011,62.14574203
10/6/2011,49.56472041
10/7/2011,55.36359008
10/8/2011,52.52691928
10/9/2011,34.18936566
10/10/2011,59.33538758
10/11/2011,61.93340454
10/12/2011,70.42382057
10/13/2011,77.05421575
10/14/2011,67.05565941
10/15/2011,53.31198788
10/16/2011,47.70729738
10/17/2011,81.19218634
10/18/2011,65.13055248
10/19/2011,65.88172638
10/20/2011,63.02571028
10/21/2011,60.62379444
10/22/2011,55.34382429
10/23/2011,53.04523986
10/24/2011,57.34466514
10/25/2011,65.54796991
10/26/2011,62.61480053
10/27/2011,58.7463088
10/28/2011,61.15911013
10/29/2011,55.76534882
10/30/2011,71.01055375
10/31/2011,41.89316388
11/1/2011,75.96043407
11/2/2011,78.38593575
11/3/2011,49.353345
11/4/2011,59.09354883
11/5/2011,56.39665296
11/6/2011,49.31679366
11/7/2011,58.51155186
11/8/2011,60.0114324
11/9/2011,84.1371756
11/10/2011,75.16134073
11/11/2011,73.77620695
11/12/2011,66.94311402
11/13/2011,53.37843311
11/14/2011,62.40383757
11/15/2011,74.70844664
11/16/2011,62.27043028
11/17/2011,75.33889532
11/18/2011,63.67022572
11/19/2011,60.18980813
11/20/2011,70.14623566
11/21/2011,72.23037496
11/22/2011,70.01002986
11/23/2011,83.45391231
11/24/2011,63.14519818
11/25/2011,72.70554219
11/26/2011,70.14429247
11/27/2011,64.21861184
11/28/2011,73.54651244
11/29/2011,65.17420814
11/30/2011,83.88044364
12/1/2011,72.64644862
12/2/2011,65.95064586
12/3/2011,76.16773852
12/4/2011,63.45761714
12/5/2011,62.08772731
12/6/2011,65.16801791
12/7/2011,83.79357987
12/8/2011,66.35820929
12/9/2011,86.66482935
12/10/2011,53.6316993
12/11/2011,85.19226277
12/12/2011,77.5879243
12/13/2011,79.40717661
12/14/2011,77.16077813
12/15/2011,82.38349661
12/16/2011,74.92762336
12/17/2011,81.72856069
12/18/2011,75.16155079
12/19/2011,79.74074025
12/20/2011,79.92126298
12/21/2011,83.72389316
12/22/2011,84.32150491
12/23/2011,64.22469746
12/24/2011,64.80196871
12/25/2011,82.88641155
12/26/2011,82.60437935
12/27/2011,84.06327998
12/28/2011,87.03706601
12/29/2011,87.35432375
12/30/2011,76.30628072
12/31/2011,72.08235218
1/1/2012,81.31671463
1/2/2012,76.22169458
1/3/2012,91.61321948
1/4/2012,76.08106867
1/5/2012,95.61841275
1/6/2012,87.21525271
1/7/2012,83.16502268
1/8/2012,90.33061669
1/9/2012,100.0880518
1/10/2012,99.17347146
1/11/2012,77.6810835
1/12/2012,79.84921177
1/13/2012,81.13019946
1/14/2012,84.01270106
1/15/2012,89.28976082
1/16/2012,83.62921917
1/17/2012,95.21437634
1/18/2012,89.01686986
1/19/2012,87.83497554
1/20/2012,77.50549719
1/21/2012,79.03620827
1/22/2012,76.94049688
1/23/2012,84.22037573
1/24/2012,104.7276031
1/25/2012,90.02833482
1/26/2012,116.3344691
1/27/2012,95.23766623
1/28/2012,90.41648791
1/29/2012,83.38557387
1/30/2012,100.1103961
1/31/2012,94.15537487
2/1/2012,101.0424325
2/2/2012,118.179108
2/3/2012,92.92523155
2/4/2012,100.5135254
2/5/2012,86.98690652
2/6/2012,96.56562908
2/7/2012,115.2416435
2/8/2012,97.34192897
2/9/2012,114.4652986
2/10/2012,101.5983952
2/11/2012,89.03709507
2/12/2012,99.86333017
2/13/2012,106.7914287
2/14/2012,108.1883337
2/15/2012,91.90710456
2/16/2012,96.23194061
2/17/2012,96.01112761
2/18/2012,94.9673143
2/19/2012,101.765948
2/20/2012,102.3991584
2/21/2012,94.46722327
2/22/2012,109.4156977
2/23/2012,108.8075557
2/24/2012,104.3115913
2/25/2012,106.0187273
2/26/2012,105.2489159
2/27/2012,106.3947949
2/28/2012,106.2988712
2/29/2012,94.76264959
3/1/2012,109.0016396
3/2/2012,103.1018039
3/3/2012,101.1169764
3/4/2012,89.89987328
3/5/2012,95.57332401
3/6/2012,116.7495913
3/7/2012,109.161478
3/8/2012,112.4073644
3/9/2012,103.0202801
3/10/2012,100.4982853
3/11/2012,108.8981878
3/12/2012,101.3333553
3/13/2012,110.2948803
3/14/2012,106.9426105
3/15/2012,104.6033808
3/16/2012,101.4052082
3/17/2012,103.0827922
3/18/2012,98.56783305
3/19/2012,116.4738825
3/20/2012,103.2952005
3/21/2012,110.0318293
3/22/2012,105.4071691
3/23/2012,116.2595966
3/24/2012,103.6427264
3/25/2012,111.3763906
3/26/2012,95.22628916
3/27/2012,113.2304185
3/28/2012,119.2447297
3/29/2012,110.1430105
3/30/2012,113.7261066
3/31/2012,98.40918079
4/1/2012,114.8322775
4/2/2012,125.8964498
4/3/2012,108.5444074
4/4/2012,108.8753596
4/5/2012,121.3821099
4/6/2012,118.06775
4/7/2012,98.55215792
4/8/2012,100.3422327
4/9/2012,105.355948
4/10/2012,100.7552662
4/11/2012,105.1127884
4/12/2012,101.70349
4/13/2012,99.22943217
4/14/2012,102.3573687
4/15/2012,105.4365488
4/16/2012,119.8327628
4/17/2012,103.3021504
4/18/2012,120.0744344
4/19/2012,107.7224674
4/20/2012,104.6339598
4/21/2012,107.6515511
4/22/2012,94.15970015
4/23/2012,110.0273996
4/24/2012,112.1209112
4/25/2012,115.6009667
4/26/2012,111.1706731
4/27/2012,124.0567261
4/28/2012,96.49771709
4/29/2012,98.20241674
4/30/2012,101.2544867
5/1/2012,105.5798493
5/2/2012,105.7598367
5/3/2012,117.5305697
5/4/2012,114.9033517
5/5/2012,96.12289206
5/6/2012,94.84536996
5/7/2012,109.0297287
5/8/2012,104.5900314
5/9/2012,114.872289
5/10/2012,108.557879
5/11/2012,90.29599398
5/12/2012,111.9185302
5/13/2012,114.6882941
5/14/2012,99.14102948
5/15/2012,104.6594686
5/16/2012,110.8178171
5/17/2012,108.3014754
5/18/2012,106.3513759
5/19/2012,114.2514391
5/20/2012,97.50774792
5/21/2012,96.23026118
5/22/2012,95.27159123
5/23/2012,101.2008064
5/24/2012,103.8509803
5/25/2012,113.9030231
5/26/2012,92.46636346
5/27/2012,99.12555001
5/28/2012,100.8722107
5/29/2012,114.1758519
5/30/2012,125.6024517
5/31/2012,98.18456257
6/1/2012,93.92392543
6/2/2012,103.2313855
6/3/2012,101.039793
6/4/2012,114.0058497
6/5/2012,107.5485297
6/6/2012,100.7014802
6/7/2012,105.3266324
6/8/2012,104.8606432
6/9/2012,99.57586365
6/10/2012,97.75974186
6/11/2012,105.8661098
6/12/2012,110.3162793
6/13/2012,112.7028497
6/14/2012,103.84645
6/15/2012,92.69573329
6/16/2012,92.21433927
6/17/2012,101.3698831
6/18/2012,88.80180829
6/19/2012,101.9048872
6/20/2012,96.48214635
6/21/2012,96.86039285
6/22/2012,102.2250346
6/23/2012,90.52593932
6/24/2012,90.03829518
6/25/2012,82.40061192
6/26/2012,102.861576
6/27/2012,102.7233618
6/28/2012,111.8623951
6/29/2012,87.45711677
6/30/2012,88.66898169
7/1/2012,89.57792435
7/2/2012,103.8132704
7/3/2012,94.04220908
7/4/2012,97.70424123
7/5/2012,97.33237719
7/6/2012,89.32604266
7/7/2012,81.25982829
7/8/2012,87.05349542
7/9/2012,97.70373185
7/10/2012,84.51730754
7/11/2012,94.46521448
7/12/2012,84.80286538
7/13/2012,95.33411392
7/14/2012,70.59302157
7/15/2012,78.98397068
7/16/2012,90.09499301
7/17/2012,103.2249899
7/18/2012,90.8562652
7/19/2012,83.95318038
7/20/2012,98.82476567
7/21/2012,69.20768321
7/22/2012,63.89036722
7/23/2012,88.63575366
7/24/2012,84.73624962
7/25/2012,81.27850714
7/26/2012,92.14261403
7/27/2012,83.82244657
7/28/2012,74.39190078
7/29/2012,69.36797178
7/30/2012,90.24239349
7/31/2012,92.11953717
8/1/2012,86.83899211
8/2/2012,99.45230467
8/3/2012,71.53485205
8/4/2012,64.94448109
8/5/2012,72.34057246
8/6/2012,81.18536202
8/7/2012,87.17444522
8/8/2012,84.03539371
8/9/2012,85.85220417
8/10/2012,68.46401707
8/11/2012,87.10442524
8/12/2012,75.64964356
8/13/2012,88.9453816
8/14/2012,86.45299716
8/15/2012,88.12981596
8/16/2012,86.13198584
8/17/2012,80.62419325
8/18/2012,79.29090732
8/19/2012,85.56402493
8/20/2012,80.23277261
8/21/2012,88.06694232
8/22/2012,82.47223612
8/23/2012,91.84020538
8/24/2012,70.40836079
8/25/2012,87.36563395
8/26/2012,73.45098412
8/27/2012,66.08874063
8/28/2012,82.32740857
8/29/2012,76.68310997
8/30/2012,86.01996596
8/31/2012,69.60860332
9/1/2012,68.43367248
9/2/2012,57.73626196
9/3/2012,73.03250828
9/4/2012,61.06358944
9/5/2012,68.64873033
9/6/2012,84.60327807
9/7/2012,80.37817707
9/8/2012,74.70633134
9/9/2012,64.45396164
9/10/2012,75.6443937
9/11/2012,79.83915164
9/12/2012,71.50487363
9/13/2012,90.03773252
9/14/2012,80.64025174
9/15/2012,69.10376116
9/16/2012,72.0131094
9/17/2012,77.34105759
9/18/2012,63.22186098
9/19/2012,78.52218436
9/20/2012,72.3227038
9/21/2012,65.41680759
9/22/2012,68.47162025
9/23/2012,86.06913599
9/24/2012,80.73115933
9/25/2012,74.95764466
9/26/2012,85.09262069
9/27/2012,89.02688554
9/28/2012,80.92148935
9/29/2012,71.33337225
9/30/2012,66.68936504
10/1/2012,81.40876932
10/2/2012,82.93490678
10/3/2012,87.97484967
10/4/2012,83.25616564
10/5/2012,82.30498761
10/6/2012,66.99997128
10/7/2012,82.87088176
10/8/2012,77.9119523
10/9/2012,96.93853016
10/10/2012,75.89039963
10/11/2012,92.69419846
10/12/2012,76.16455512
10/13/2012,66.78411352
10/14/2012,69.21503213
10/15/2012,74.56342285
10/16/2012,84.56533215
10/17/2012,86.46251031
10/18/2012,75.13301039
10/19/2012,75.3425761
10/20/2012,90.1295976
10/21/2012,87.94207434
10/22/2012,81.69182193
10/23/2012,82.59026115
10/24/2012,84.39326808
10/25/2012,85.82266086
10/26/2012,68.5854364
10/27/2012,72.20097439
10/28/2012,62.07951537
10/29/2012,82.73909148
10/30/2012,88.84518653
10/31/2012,80.98590896
11/1/2012,94.9614667
11/2/2012,68.45304341
11/3/2012,64.07236893
11/4/2012,78.78681583
11/5/2012,89.5203703
11/6/2012,98.77220356
11/7/2012,82.84798646
11/8/2012,92.7007771
11/9/2012,79.68654768
11/10/2012,76.17506617
11/11/2012,85.8620384
11/12/2012,88.19612697
11/13/2012,74.5555591
11/14/2012,100.2287943
11/15/2012,97.04050197
11/16/2012,76.94910812
11/17/2012,82.71157556
11/18/2012,84.76363748
11/19/2012,87.1106427
11/20/2012,84.84052389
11/21/2012,85.14779364
11/22/2012,87.9271597
11/23/2012,93.49423881
11/24/2012,86.07917695
11/25/2012,80.05758914
11/26/2012,93.4352697
11/27/2012,68.71580396
11/28/2012,101.9962638
11/29/2012,76.52283564
11/30/2012,83.54484004
12/1/2012,75.12738925
12/2/2012,75.04123431
12/3/2012,98.94567762
12/4/2012,90.18050473
12/5/2012,98.01610375
12/6/2012,92.52245401
12/7/2012,92.73667258
12/8/2012,87.1933694
12/9/2012,77.64621816
12/10/2012,100.157443
12/11/2012,92.51642855
12/12/2012,85.35124771
